OrderID,OrderDate,Year,Quarter,Month,MonthName,StoreID,City,Country,Region,ProductID,Category,SubCategory,ProductName,Quantity,UnitPrice,UnitCost,DiscountPct,DiscountAmount,Revenue,Cost,Profit,SalesChannel
ORD-2024-04653,2022-01-04,2022,Q1,1,Jan,S05,London,UK,Europe,P021,Food & Beverage,Snacks,Organic Granola Box,5,14.35,4.82,0.0,0.0,71.75,24.1,47.65,In-Store
ORD-2022-01515,2022-01-04,2022,Q1,1,Jan,S05,London,UK,Europe,P002,Electronics,Laptops,UltraSlim 13,1,914.42,526.88,0.0,0.0,914.42,526.88,387.54,In-Store
ORD-2024-05059,2022-01-05,2022,Q1,1,Jan,S05,London,UK,Europe,P010,Clothing,Men's Wear,Casual Polo Pack,2,52.81,22.25,0.05,5.28,100.34,44.5,55.84,In-Store
ORD-2022-00655,2022-01-05,2022,Q1,1,Jan,S06,Toronto,Canada,North America,P012,Clothing,Women's Wear,Premium Blazer,8,146.61,67.05,0.0,0.0,1172.88,536.4,636.48,In-Store
ORD-2023-02593,2022-01-05,2022,Q1,1,Jan,S08,Paris,France,Europe,P006,Electronics,Tablets,SlateBook Air,1,511.55,292.36,0.15,76.73,434.82,292.36,142.46,Online
ORD-2023-02623,2022-01-05,2022,Q1,1,Jan,S07,Sydney,Australia,APAC,P002,Electronics,Laptops,UltraSlim 13,4,918.53,524.27,0.0,0.0,3674.12,2097.08,1577.04,In-Store
ORD-2023-03343,2022-01-05,2022,Q1,1,Jan,S09,Berlin,Germany,Europe,P014,Clothing,Footwear,Leather Oxford Classic,1,141.7,55.19,0.1,14.17,127.53,55.19,72.34,In-Store
ORD-2024-04016,2022-01-05,2022,Q1,1,Jan,S07,Sydney,Australia,APAC,P006,Electronics,Tablets,SlateBook Air,1,491.69,283.98,0.1,49.17,442.52,283.98,158.54,Online
ORD-2024-03754,2022-01-06,2022,Q1,1,Jan,S07,Sydney,Australia,APAC,P024,Sports,Equipment,Resistance Band Set,2,34.7,11.79,0.05,3.47,65.93,23.58,42.35,In-Store
ORD-2024-04415,2022-01-06,2022,Q1,1,Jan,S01,New York,USA,Northeast,P026,Sports,Apparel,Compression Leggings,5,64.29,21.48,0.1,32.15,289.31,107.4,181.91,Online
ORD-2022-01110,2022-01-06,2022,Q1,1,Jan,S03,Chicago,USA,Midwest,P009,Clothing,Men's Wear,Classic Slim Suit,3,206.42,81.71,0.1,61.93,557.33,245.13,312.2,Online
ORD-2024-04304,2022-01-06,2022,Q1,1,Jan,S08,Paris,France,Europe,P019,Food & Beverage,Coffee,Artisan Blend Pack,4,22.41,7.8,0.0,0.0,89.64,31.2,58.44,In-Store
ORD-2023-02093,2022-01-07,2022,Q1,1,Jan,S09,Berlin,Germany,Europe,P011,Clothing,Women's Wear,Floral Midi Dress,3,76.1,30.4,0.1,22.83,205.47,91.2,114.27,In-Store
ORD-2023-02402,2022-01-07,2022,Q1,1,Jan,S06,Toronto,Canada,North America,P012,Clothing,Women's Wear,Premium Blazer,2,155.1,62.99,0.0,0.0,310.2,125.98,184.22,In-Store
ORD-2024-04726,2022-01-08,2022,Q1,1,Jan,S01,New York,USA,Northeast,P012,Clothing,Women's Wear,Premium Blazer,1,148.23,65.82,0.15,22.23,126.0,65.82,60.18,In-Store
ORD-2024-03552,2022-01-08,2022,Q1,1,Jan,S10,Tokyo,Japan,APAC,P006,Electronics,Tablets,SlateBook Air,2,521.91,283.18,0.15,156.57,887.25,566.36,320.89,Online
ORD-2022-01379,2022-01-08,2022,Q1,1,Jan,S04,Houston,USA,South,P023,Sports,Equipment,Yoga Mat Premium,3,44.86,18.7,0.0,0.0,134.58,56.1,78.48,Online
ORD-2022-01707,2022-01-08,2022,Q1,1,Jan,S08,Paris,France,Europe,P005,Electronics,Tablets,TabView 10,3,379.94,216.93,0.1,113.98,1025.84,650.79,375.05,In-Store
ORD-2022-01473,2022-01-09,2022,Q1,1,Jan,S01,New York,USA,Northeast,P017,Furniture,Living Room,Modular Sofa Set,2,1024.87,432.11,0.05,102.49,1947.25,864.22,1083.03,In-Store
ORD-2024-05038,2022-01-09,2022,Q1,1,Jan,S03,Chicago,USA,Midwest,P005,Electronics,Tablets,TabView 10,1,418.27,215.03,0.2,83.65,334.62,215.03,119.59,Online
ORD-2022-01231,2022-01-09,2022,Q1,1,Jan,S09,Berlin,Germany,Europe,P025,Sports,Apparel,Performance Running Tee,2,41.98,15.57,0.0,0.0,83.96,31.14,52.82,In-Store
ORD-2024-04869,2022-01-09,2022,Q1,1,Jan,S07,Sydney,Australia,APAC,P012,Clothing,Women's Wear,Premium Blazer,5,151.78,61.87,0.0,0.0,758.9,309.35,449.55,Online
ORD-2024-04199,2022-01-09,2022,Q1,1,Jan,S02,Los Angeles,USA,West,P009,Clothing,Men's Wear,Classic Slim Suit,2,200.79,84.57,0.05,20.08,381.5,169.14,212.36,In-Store
ORD-2024-03981,2022-01-09,2022,Q1,1,Jan,S02,Los Angeles,USA,West,P015,Furniture,Office,Ergonomic Desk Chair,3,310.33,117.78,0.25,232.75,698.24,353.34,344.9,Online
ORD-2022-00661,2022-01-09,2022,Q1,1,Jan,S09,Berlin,Germany,Europe,P024,Sports,Equipment,Resistance Band Set,6,34.11,11.59,0.15,30.7,173.96,69.54,104.42,Online
ORD-2022-01135,2022-01-09,2022,Q1,1,Jan,S02,Los Angeles,USA,West,P007,Electronics,Accessories,Wireless Earbuds Pro,5,125.61,45.06,0.05,31.4,596.65,225.3,371.35,In-Store
ORD-2023-01758,2022-01-10,2022,Q1,1,Jan,S08,Paris,France,Europe,P010,Clothing,Men's Wear,Casual Polo Pack,8,56.94,22.96,0.0,0.0,455.52,183.68,271.84,Online
ORD-2024-04482,2022-01-10,2022,Q1,1,Jan,S05,London,UK,Europe,P011,Clothing,Women's Wear,Floral Midi Dress,1,78.61,28.53,0.1,7.86,70.75,28.53,42.22,Online
ORD-2024-04480,2022-01-10,2022,Q1,1,Jan,S04,Houston,USA,South,P018,Furniture,Living Room,Coffee Table Walnut,1,231.5,98.36,0.0,0.0,231.5,98.36,133.14,In-Store
ORD-2023-02302,2022-01-10,2022,Q1,1,Jan,S04,Houston,USA,South,P022,Food & Beverage,Snacks,Premium Nut Mix,4,18.74,6.91,0.3,22.49,52.47,27.64,24.83,In-Store
ORD-2023-02738,2022-01-11,2022,Q1,1,Jan,S05,London,UK,Europe,P021,Food & Beverage,Snacks,Organic Granola Box,8,13.31,4.95,0.1,10.65,95.83,39.6,56.23,In-Store
ORD-2024-03929,2022-01-11,2022,Q1,1,Jan,S08,Paris,France,Europe,P014,Clothing,Footwear,Leather Oxford Classic,4,137.76,56.44,0.1,55.1,495.94,225.76,270.18,Online
ORD-2023-01738,2022-01-11,2022,Q1,1,Jan,S03,Chicago,USA,Midwest,P017,Furniture,Living Room,Modular Sofa Set,6,1032.78,463.63,0.0,0.0,6196.68,2781.78,3414.9,In-Store
ORD-2023-01765,2022-01-11,2022,Q1,1,Jan,S01,New York,USA,Northeast,P009,Clothing,Men's Wear,Classic Slim Suit,1,208.31,84.49,0.0,0.0,208.31,84.49,123.82,In-Store
ORD-2023-02782,2022-01-11,2022,Q1,1,Jan,S09,Berlin,Germany,Europe,P015,Furniture,Office,Ergonomic Desk Chair,2,291.93,117.35,0.0,0.0,583.86,234.7,349.16,In-Store
ORD-2022-01580,2022-01-11,2022,Q1,1,Jan,S06,Toronto,Canada,North America,P024,Sports,Equipment,Resistance Band Set,2,36.14,11.75,0.0,0.0,72.28,23.5,48.78,Online
ORD-2023-02974,2022-01-12,2022,Q1,1,Jan,S06,Toronto,Canada,North America,P007,Electronics,Accessories,Wireless Earbuds Pro,4,126.92,42.78,0.15,76.15,431.53,171.12,260.41,In-Store
ORD-2024-03865,2022-01-12,2022,Q1,1,Jan,S07,Sydney,Australia,APAC,P021,Food & Beverage,Snacks,Organic Granola Box,3,14.61,5.02,0.1,4.38,39.45,15.06,24.39,Online
ORD-2024-04334,2022-01-12,2022,Q1,1,Jan,S07,Sydney,Australia,APAC,P019,Food & Beverage,Coffee,Artisan Blend Pack,3,22.46,7.74,0.0,0.0,67.38,23.22,44.16,Online
ORD-2024-05165,2022-01-13,2022,Q1,1,Jan,S06,Toronto,Canada,North America,P001,Electronics,Laptops,ProBook Elite 15,8,1098.05,674.21,0.05,439.22,8345.18,5393.68,2951.5,In-Store
ORD-2024-04341,2022-01-13,2022,Q1,1,Jan,S05,London,UK,Europe,P012,Clothing,Women's Wear,Premium Blazer,3,141.69,67.0,0.05,21.25,403.82,201.0,202.82,In-Store
ORD-2023-03191,2022-01-14,2022,Q1,1,Jan,S05,London,UK,Europe,P022,Food & Beverage,Snacks,Premium Nut Mix,8,18.18,7.02,0.2,29.09,116.35,56.16,60.19,Online
ORD-2022-01486,2022-01-14,2022,Q1,1,Jan,S03,Chicago,USA,Midwest,P016,Furniture,Office,Standing Desk Pro,1,591.84,270.56,0.1,59.18,532.66,270.56,262.1,Online
ORD-2024-04912,2022-01-14,2022,Q1,1,Jan,S06,Toronto,Canada,North America,P008,Electronics,Accessories,Smart Watch Series 5,2,253.45,116.38,0.3,152.07,354.83,232.76,122.07,In-Store
ORD-2023-01935,2022-01-14,2022,Q1,1,Jan,S08,Paris,France,Europe,P001,Electronics,Laptops,ProBook Elite 15,1,1116.38,622.06,0.25,279.1,837.29,622.06,215.23,Online
ORD-2023-02697,2022-01-14,2022,Q1,1,Jan,S08,Paris,France,Europe,P007,Electronics,Accessories,Wireless Earbuds Pro,5,133.75,45.37,0.0,0.0,668.75,226.85,441.9,In-Store
ORD-2022-01107,2022-01-14,2022,Q1,1,Jan,S07,Sydney,Australia,APAC,P021,Food & Beverage,Snacks,Organic Granola Box,2,13.33,5.23,0.1,2.67,23.99,10.46,13.53,In-Store
ORD-2022-00810,2022-01-15,2022,Q1,1,Jan,S09,Berlin,Germany,Europe,P012,Clothing,Women's Wear,Premium Blazer,5,149.86,66.5,0.05,37.47,711.84,332.5,379.34,Online
ORD-2022-00745,2022-01-15,2022,Q1,1,Jan,S10,Tokyo,Japan,APAC,P017,Furniture,Living Room,Modular Sofa Set,1,987.87,447.69,0.1,98.79,889.08,447.69,441.39,Online
ORD-2024-05176,2022-01-15,2022,Q1,1,Jan,S10,Tokyo,Japan,APAC,P016,Furniture,Office,Standing Desk Pro,2,603.69,285.3,0.0,0.0,1207.38,570.6,636.78,Online
ORD-2024-05103,2022-01-15,2022,Q1,1,Jan,S01,New York,USA,Northeast,P022,Food & Beverage,Snacks,Premium Nut Mix,6,17.39,6.79,0.15,15.65,88.69,40.74,47.95,Online
ORD-2022-01572,2022-01-15,2022,Q1,1,Jan,S07,Sydney,Australia,APAC,P023,Sports,Equipment,Yoga Mat Premium,2,45.38,18.07,0.3,27.23,63.53,36.14,27.39,In-Store
ORD-2024-03954,2022-01-15,2022,Q1,1,Jan,S08,Paris,France,Europe,P016,Furniture,Office,Standing Desk Pro,2,576.86,288.29,0.0,0.0,1153.72,576.58,577.14,In-Store
ORD-2024-03765,2022-01-15,2022,Q1,1,Jan,S09,Berlin,Germany,Europe,P001,Electronics,Laptops,ProBook Elite 15,4,1114.44,634.36,0.05,222.89,4234.87,2537.44,1697.43,Online
ORD-2024-04386,2022-01-16,2022,Q1,1,Jan,S09,Berlin,Germany,Europe,P019,Food & Beverage,Coffee,Artisan Blend Pack,1,21.46,7.81,0.1,2.15,19.31,7.81,11.5,In-Store
ORD-2023-02705,2022-01-16,2022,Q1,1,Jan,S03,Chicago,USA,Midwest,P012,Clothing,Women's Wear,Premium Blazer,1,146.33,65.17,0.15,21.95,124.38,65.17,59.21,Online
ORD-2024-04251,2022-01-16,2022,Q1,1,Jan,S08,Paris,France,Europe,P014,Clothing,Footwear,Leather Oxford Classic,2,137.95,56.89,0.0,0.0,275.9,113.78,162.12,Online
ORD-2023-03042,2022-01-16,2022,Q1,1,Jan,S01,New York,USA,Northeast,P001,Electronics,Laptops,ProBook Elite 15,3,1085.52,634.28,0.0,0.0,3256.56,1902.84,1353.72,In-Store
ORD-2024-03785,2022-01-16,2022,Q1,1,Jan,S05,London,UK,Europe,P025,Sports,Apparel,Performance Running Tee,2,41.28,14.31,0.05,4.13,78.43,28.62,49.81,In-Store
ORD-2024-04775,2022-01-17,2022,Q1,1,Jan,S04,Houston,USA,South,P007,Electronics,Accessories,Wireless Earbuds Pro,3,128.62,47.05,0.0,0.0,385.86,141.15,244.71,In-Store
ORD-2024-03736,2022-01-17,2022,Q1,1,Jan,S04,Houston,USA,South,P019,Food & Beverage,Coffee,Artisan Blend Pack,1,22.7,7.63,0.0,0.0,22.7,7.63,15.07,In-Store
ORD-2022-01691,2022-01-17,2022,Q1,1,Jan,S03,Chicago,USA,Midwest,P004,Electronics,Smartphones,PixelMax Pro,1,739.14,417.16,0.0,0.0,739.14,417.16,321.98,Online
ORD-2024-04387,2022-01-17,2022,Q1,1,Jan,S08,Paris,France,Europe,P025,Sports,Apparel,Performance Running Tee,3,40.22,14.87,0.1,12.07,108.59,44.61,63.98,In-Store
ORD-2024-04627,2022-01-17,2022,Q1,1,Jan,S04,Houston,USA,South,P019,Food & Beverage,Coffee,Artisan Blend Pack,5,21.45,7.84,0.2,21.45,85.8,39.2,46.6,Online
ORD-2022-01592,2022-01-17,2022,Q1,1,Jan,S07,Sydney,Australia,APAC,P016,Furniture,Office,Standing Desk Pro,2,587.61,273.0,0.15,176.28,998.94,546.0,452.94,Online
ORD-2024-04922,2022-01-18,2022,Q1,1,Jan,S04,Houston,USA,South,P007,Electronics,Accessories,Wireless Earbuds Pro,2,126.34,45.95,0.05,12.63,240.05,91.9,148.15,In-Store
ORD-2024-05196,2022-01-18,2022,Q1,1,Jan,S01,New York,USA,Northeast,P016,Furniture,Office,Standing Desk Pro,3,622.14,281.17,0.1,186.64,1679.78,843.51,836.27,Online
ORD-2024-03963,2022-01-18,2022,Q1,1,Jan,S06,Toronto,Canada,North America,P002,Electronics,Laptops,UltraSlim 13,2,938.59,507.55,0.1,187.72,1689.46,1015.1,674.36,Online
ORD-2024-04355,2022-01-18,2022,Q1,1,Jan,S06,Toronto,Canada,North America,P021,Food & Beverage,Snacks,Organic Granola Box,3,13.39,5.11,0.0,0.0,40.17,15.33,24.84,In-Store
ORD-2023-01804,2022-01-18,2022,Q1,1,Jan,S08,Paris,France,Europe,P022,Food & Beverage,Snacks,Premium Nut Mix,3,18.59,6.85,0.05,2.79,52.98,20.55,32.43,Online
ORD-2023-03408,2022-01-18,2022,Q1,1,Jan,S02,Los Angeles,USA,West,P025,Sports,Apparel,Performance Running Tee,2,39.91,14.45,0.0,0.0,79.82,28.9,50.92,In-Store
ORD-2022-01346,2022-01-18,2022,Q1,1,Jan,S02,Los Angeles,USA,West,P015,Furniture,Office,Ergonomic Desk Chair,1,299.93,121.14,0.0,0.0,299.93,121.14,178.79,Online
ORD-2022-01529,2022-01-19,2022,Q1,1,Jan,S06,Toronto,Canada,North America,P024,Sports,Equipment,Resistance Band Set,1,35.36,11.49,0.15,5.3,30.06,11.49,18.57,In-Store
ORD-2024-04003,2022-01-19,2022,Q1,1,Jan,S08,Paris,France,Europe,P011,Clothing,Women's Wear,Floral Midi Dress,5,79.54,29.59,0.0,0.0,397.7,147.95,249.75,In-Store
ORD-2023-03446,2022-01-19,2022,Q1,1,Jan,S08,Paris,France,Europe,P024,Sports,Equipment,Resistance Band Set,1,34.86,12.48,0.15,5.23,29.63,12.48,17.15,Online
ORD-2022-01616,2022-01-19,2022,Q1,1,Jan,S09,Berlin,Germany,Europe,P015,Furniture,Office,Ergonomic Desk Chair,3,299.57,121.29,0.0,0.0,898.71,363.87,534.84,In-Store
ORD-2024-03616,2022-01-19,2022,Q1,1,Jan,S09,Berlin,Germany,Europe,P026,Sports,Apparel,Compression Leggings,2,61.81,21.87,0.3,37.09,86.53,43.74,42.79,In-Store
ORD-2024-03726,2022-01-19,2022,Q1,1,Jan,S06,Toronto,Canada,North America,P007,Electronics,Accessories,Wireless Earbuds Pro,4,129.47,44.72,0.05,25.89,491.99,178.88,313.11,In-Store
ORD-2023-03156,2022-01-20,2022,Q1,1,Jan,S10,Tokyo,Japan,APAC,P002,Electronics,Laptops,UltraSlim 13,2,886.57,521.26,0.15,265.97,1507.17,1042.52,464.65,In-Store
ORD-2022-00627,2022-01-20,2022,Q1,1,Jan,S05,London,UK,Europe,P014,Clothing,Footwear,Leather Oxford Classic,3,133.68,55.83,0.0,0.0,401.04,167.49,233.55,In-Store
ORD-2022-00399,2022-01-20,2022,Q1,1,Jan,S03,Chicago,USA,Midwest,P003,Electronics,Smartphones,NexPhone X12,2,729.21,382.48,0.15,218.76,1239.66,764.96,474.7,In-Store
ORD-2024-04570,2022-01-20,2022,Q1,1,Jan,S07,Sydney,Australia,APAC,P003,Electronics,Smartphones,NexPhone X12,3,697.69,384.46,0.1,209.31,1883.76,1153.38,730.38,In-Store
ORD-2022-00785,2022-01-20,2022,Q1,1,Jan,S03,Chicago,USA,Midwest,P014,Clothing,Footwear,Leather Oxford Classic,10,140.72,57.72,0.15,211.08,1196.12,577.2,618.92,In-Store
ORD-2022-01381,2022-01-21,2022,Q1,1,Jan,S02,Los Angeles,USA,West,P012,Clothing,Women's Wear,Premium Blazer,1,143.74,61.8,0.0,0.0,143.74,61.8,81.94,Online
ORD-2022-01287,2022-01-21,2022,Q1,1,Jan,S09,Berlin,Germany,Europe,P003,Electronics,Smartphones,NexPhone X12,2,686.52,379.1,0.3,411.91,961.13,758.2,202.93,Online
ORD-2022-00109,2022-01-21,2022,Q1,1,Jan,S09,Berlin,Germany,Europe,P007,Electronics,Accessories,Wireless Earbuds Pro,3,126.75,46.11,0.05,19.01,361.24,138.33,222.91,Online
ORD-2024-03906,2022-01-21,2022,Q1,1,Jan,S01,New York,USA,Northeast,P001,Electronics,Laptops,ProBook Elite 15,1,1068.57,621.17,0.0,0.0,1068.57,621.17,447.4,In-Store
ORD-2024-03779,2022-01-21,2022,Q1,1,Jan,S06,Toronto,Canada,North America,P004,Electronics,Smartphones,PixelMax Pro,3,725.68,420.33,0.0,0.0,2177.04,1260.99,916.05,Online
ORD-2022-01130,2022-01-22,2022,Q1,1,Jan,S02,Los Angeles,USA,West,P026,Sports,Apparel,Compression Leggings,3,63.81,21.86,0.1,19.14,172.29,65.58,106.71,Online
ORD-2023-02022,2022-01-22,2022,Q1,1,Jan,S04,Houston,USA,South,P021,Food & Beverage,Snacks,Organic Granola Box,1,13.95,5.06,0.1,1.4,12.55,5.06,7.49,Online
ORD-2024-04867,2022-01-22,2022,Q1,1,Jan,S03,Chicago,USA,Midwest,P020,Food & Beverage,Coffee,Single Origin Espresso,4,31.9,12.34,0.0,0.0,127.6,49.36,78.24,Online
ORD-2022-01570,2022-01-22,2022,Q1,1,Jan,S07,Sydney,Australia,APAC,P022,Food & Beverage,Snacks,Premium Nut Mix,4,18.04,6.7,0.05,3.61,68.55,26.8,41.75,In-Store
ORD-2024-04933,2022-01-22,2022,Q1,1,Jan,S07,Sydney,Australia,APAC,P002,Electronics,Laptops,UltraSlim 13,5,916.35,494.26,0.0,0.0,4581.75,2471.3,2110.45,In-Store
ORD-2022-00807,2022-01-22,2022,Q1,1,Jan,S01,New York,USA,Northeast,P017,Furniture,Living Room,Modular Sofa Set,4,1002.29,442.1,0.0,0.0,4009.16,1768.4,2240.76,In-Store
ORD-2024-04713,2022-01-22,2022,Q1,1,Jan,S08,Paris,France,Europe,P015,Furniture,Office,Ergonomic Desk Chair,3,312.43,123.33,0.0,0.0,937.29,369.99,567.3,In-Store
ORD-2022-01623,2022-01-22,2022,Q1,1,Jan,S06,Toronto,Canada,North America,P008,Electronics,Accessories,Smart Watch Series 5,1,254.03,116.06,0.0,0.0,254.03,116.06,137.97,In-Store
ORD-2023-01763,2022-01-22,2022,Q1,1,Jan,S03,Chicago,USA,Midwest,P004,Electronics,Smartphones,PixelMax Pro,5,724.1,405.19,0.1,362.05,3258.45,2025.95,1232.5,In-Store
ORD-2022-01435,2022-01-22,2022,Q1,1,Jan,S05,London,UK,Europe,P004,Electronics,Smartphones,PixelMax Pro,1,732.71,413.83,0.1,73.27,659.44,413.83,245.61,In-Store
ORD-2022-00719,2022-01-22,2022,Q1,1,Jan,S04,Houston,USA,South,P026,Sports,Apparel,Compression Leggings,3,63.75,22.45,0.15,28.69,162.56,67.35,95.21,In-Store
ORD-2023-02358,2022-01-22,2022,Q1,1,Jan,S10,Tokyo,Japan,APAC,P001,Electronics,Laptops,ProBook Elite 15,1,1100.41,638.36,0.05,55.02,1045.39,638.36,407.03,Online
ORD-2024-04863,2022-01-23,2022,Q1,1,Jan,S08,Paris,France,Europe,P009,Clothing,Men's Wear,Classic Slim Suit,8,191.8,88.96,0.2,306.88,1227.52,711.68,515.84,Online
ORD-2023-02406,2022-01-23,2022,Q1,1,Jan,S05,London,UK,Europe,P009,Clothing,Men's Wear,Classic Slim Suit,1,192.41,88.01,0.0,0.0,192.41,88.01,104.4,Online
ORD-2024-03823,2022-01-23,2022,Q1,1,Jan,S03,Chicago,USA,Midwest,P012,Clothing,Women's Wear,Premium Blazer,4,144.0,66.23,0.0,0.0,576.0,264.92,311.08,In-Store
ORD-2024-04831,2022-01-23,2022,Q1,1,Jan,S01,New York,USA,Northeast,P015,Furniture,Office,Ergonomic Desk Chair,1,300.8,117.06,0.0,0.0,300.8,117.06,183.74,In-Store
ORD-2023-03183,2022-01-23,2022,Q1,1,Jan,S02,Los Angeles,USA,West,P016,Furniture,Office,Standing Desk Pro,2,596.33,282.3,0.0,0.0,1192.66,564.6,628.06,Online
ORD-2024-04849,2022-01-24,2022,Q1,1,Jan,S04,Houston,USA,South,P001,Electronics,Laptops,ProBook Elite 15,5,1069.43,665.83,0.0,0.0,5347.15,3329.15,2018.0,In-Store
ORD-2022-00934,2022-01-24,2022,Q1,1,Jan,S04,Houston,USA,South,P023,Sports,Equipment,Yoga Mat Premium,4,42.94,17.4,0.0,0.0,171.76,69.6,102.16,Online
ORD-2024-04964,2022-01-24,2022,Q1,1,Jan,S02,Los Angeles,USA,West,P017,Furniture,Living Room,Modular Sofa Set,5,993.51,472.48,0.15,745.13,4222.42,2362.4,1860.02,Online
ORD-2023-03014,2022-01-24,2022,Q1,1,Jan,S03,Chicago,USA,Midwest,P018,Furniture,Living Room,Coffee Table Walnut,2,237.58,91.47,0.0,0.0,475.16,182.94,292.22,Online
ORD-2024-03826,2022-01-25,2022,Q1,1,Jan,S01,New York,USA,Northeast,P020,Food & Beverage,Coffee,Single Origin Espresso,2,30.63,11.58,0.0,0.0,61.26,23.16,38.1,Online
ORD-2023-02122,2022-01-25,2022,Q1,1,Jan,S09,Berlin,Germany,Europe,P008,Electronics,Accessories,Smart Watch Series 5,2,255.38,119.45,0.0,0.0,510.76,238.9,271.86,In-Store
ORD-2022-00486,2022-01-25,2022,Q1,1,Jan,S06,Toronto,Canada,North America,P011,Clothing,Women's Wear,Floral Midi Dress,5,80.29,31.31,0.1,40.15,361.31,156.55,204.76,Online
ORD-2023-03171,2022-01-25,2022,Q1,1,Jan,S04,Houston,USA,South,P023,Sports,Equipment,Yoga Mat Premium,1,43.86,18.26,0.0,0.0,43.86,18.26,25.6,In-Store
ORD-2024-03526,2022-01-25,2022,Q1,1,Jan,S06,Toronto,Canada,North America,P007,Electronics,Accessories,Wireless Earbuds Pro,2,133.88,45.12,0.1,26.78,240.98,90.24,150.74,Online
ORD-2023-02491,2022-01-25,2022,Q1,1,Jan,S02,Los Angeles,USA,West,P017,Furniture,Living Room,Modular Sofa Set,3,1046.68,438.41,0.0,0.0,3140.04,1315.23,1824.81,In-Store
ORD-2024-03623,2022-01-25,2022,Q1,1,Jan,S02,Los Angeles,USA,West,P012,Clothing,Women's Wear,Premium Blazer,4,145.79,62.06,0.0,0.0,583.16,248.24,334.92,Online
ORD-2024-03579,2022-01-26,2022,Q1,1,Jan,S01,New York,USA,Northeast,P026,Sports,Apparel,Compression Leggings,3,65.12,21.92,0.0,0.0,195.36,65.76,129.6,In-Store
ORD-2024-03561,2022-01-26,2022,Q1,1,Jan,S10,Tokyo,Japan,APAC,P004,Electronics,Smartphones,PixelMax Pro,2,779.52,404.14,0.05,77.95,1481.09,808.28,672.81,In-Store
